file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/util/DiscoveryNodeFilterer.java,org.opensearch.ad.util.DiscoveryNodeFilterer,class,6,18,12,6,9,1,0,7,0,0.6111111,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,1,0,3,0,0,3,0,0,41,5,2,0,0,0,0,2,7,0,7,2,0,1,0,79,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/task/ADTaskCancellationState.java,org.opensearch.ad.task.ADTaskCancellationState,enum,0,4,4,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/caching/CacheProvider.java,org.opensearch.ad.caching.CacheProvider,class,2,11,9,2,2,1,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,23,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/cluster/ADClusterEventListener.java,org.opensearch.ad.cluster.ADClusterEventListener,class,8,10,2,8,8,1,0,19,0,0.35714287,0.0,0.0,2,0,2,0,0,0,2,0,0,0,7,4,0,4,0,3,6,0,0,49,2,0,0,1,0,9,1,8,1,12,3,0,0,5,55,1,7
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/model/ADTask.java,org.opensearch.ad.model.ADTask,class,15,28,13,15,105,1,0,107,543,0.90400785,0.0,0.0,43,3,42,1,0,0,42,0,0,0,47,24,24,23,0,0,24,0,8,589,36,1,34,0,0,24,1,130,0,74,2,0,1,0,137,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/SearchAnomalyResultTransportAction.java,org.opensearch.ad.transport.SearchAnomalyResultTransportAction,class,8,9,1,8,2,2,0,1,0,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/model/AnomalyDetectorExecutionInput.java,org.opensearch.ad.model.AnomalyDetectorExecutionInput,class,8,11,3,8,21,1,0,21,3,0.6818182,0.0,0.0,11,2,11,0,0,0,11,0,0,0,8,4,0,8,0,0,4,0,4,81,11,1,4,0,0,4,0,22,0,16,3,0,0,0,60,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/CronAction.java,org.opensearch.ad.transport.CronAction,class,2,3,1,2,1,2,0,0,0,0.5,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,7,0,0,0,0,0,1,0,2,1,2,0,0,0,0,10,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/ADBatchAnomalyResultResponse.java,org.opensearch.ad.transport.ADBatchAnomalyResultResponse,class,3,4,1,3,5,2,0,4,0,0.2,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,2,0,0,0,0,0,0,23,2,0,0,0,0,0,0,4,0,2,0,0,0,0,26,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/common/exception/ClientException.java,org.opensearch.ad.common.exception.ClientException,class,1,6,5,1,4,5,2,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/SearchAnomalyDetectorInfoTransportAction.java,org.opensearch.ad.transport.SearchAnomalyDetectorInfoTransportAction,class,15,17,2,15,4,2,0,15,0,0.33333334,0.0,0.0,2,0,1,0,1,0,2,0,0,0,3,1,0,3,0,0,3,0,1,65,0,0,0,1,0,1,0,11,0,11,2,2,0,0,50,1,1
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/ml/EntityModel.java,org.opensearch.ad.ml.EntityModel,class,3,14,11,3,11,1,0,4,0,0.52380955,0.0,0.0,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,2,36,3,0,4,0,0,0,1,6,0,3,1,0,0,0,44,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/CronNodeRequest.java,org.opensearch.ad.transport.CronNodeRequest,class,2,3,1,2,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/ADBatchAnomalyResultRequest.java,org.opensearch.ad.transport.ADBatchAnomalyResultRequest,class,6,9,3,6,8,2,0,7,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,32,2,0,2,0,0,3,0,7,0,3,1,0,0,0,34,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/GetAnomalyDetectorResponse.java,org.opensearch.ad.transport.GetAnomalyDetectorResponse,class,12,14,2,12,26,2,0,19,0,0.56250006,0.0,0.0,9,0,9,0,0,0,9,0,0,0,16,2,2,14,0,0,2,0,0,173,6,0,5,0,0,2,0,38,0,17,2,0,0,0,63,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/EntityProfileResponse.java,org.opensearch.ad.transport.EntityProfileResponse$Builder,innerclass,3,3,0,3,6,1,0,0,7,0.6666667,0.0,0.0,6,0,6,0,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,27,5,0,0,0,0,0,2,8,0,4,0,0,0,0,22,9,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/constant/CommonValue.java,org.opensearch.ad.constant.CommonValue,class,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,5,0,0,0,0,0,2,1,3,0,3,0,0,0,0,23,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/ThresholdResultTransportAction.java,org.opensearch.ad.transport.ThresholdResultTransportAction,class,11,13,2,11,3,2,0,12,0,0.25,0.0,0.0,2,0,1,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,18,0,0,0,1,0,1,0,2,0,4,1,0,0,2,25,1,2
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/transport/SearchAnomalyDetectorInfoAction.java,org.opensearch.ad.transport.SearchAnomalyDetectorInfoAction,class,2,3,1,2,1,2,0,0,0,0.5,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,7,0,0,0,0,0,1,0,2,1,2,0,0,0,0,13,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/common/exception/NotSerializedADExceptionName.java,org.opensearch.ad.common.exception.NotSerializedADExceptionName,enum,13,15,2,13,14,1,0,9,1,0.5,0.0,0.0,3,1,2,0,0,1,3,0,0,0,2,1,0,2,0,0,2,0,2,50,2,1,0,0,0,18,0,13,0,4,3,0,0,0,100,1,1
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/indices/AnomalyDetectionIndices.java,org.opensearch.ad.indices.AnomalyDetectionIndices,class,37,53,16,37,109,1,0,134,490,0.9136178,0.0,0.0,41,10,24,15,0,2,26,0,0,0,24,7,4,19,0,1,11,0,12,568,32,11,19,6,2,48,10,115,6,118,7,0,1,31,281,1,31
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/rest/RestGetAnomalyDetectorAction.java,org.opensearch.ad.rest.RestGetAnomalyDetectorAction,class,12,14,2,12,12,2,0,17,15,0.9166666,0.0,0.0,6,0,4,1,1,0,5,0,0,0,2,2,0,2,0,0,2,0,11,47,7,0,2,0,0,12,0,14,0,15,2,0,0,1,70,1,0
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/cluster/ADDataMigrator.java,org.opensearch.ad.cluster.ADDataMigrator,class,29,32,3,29,34,1,0,72,0,0.5208333,0.0,0.0,8,0,6,2,0,0,6,0,0,0,6,0,0,6,0,0,6,0,1,188,5,1,8,3,1,21,5,31,9,43,4,0,0,13,140,1,19
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/caching/PriorityCache.java,org.opensearch.ad.caching.PriorityCache,class,23,25,2,23,113,1,0,164,0,0.8362069,0.0,0.0,29,0,17,12,0,0,17,0,0,0,16,0,0,15,1,0,8,0,5,497,37,11,35,4,2,5,15,124,5,128,4,1,0,24,284,1,3
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/ml/EntityColdStarter.java,org.opensearch.ad.ml.EntityColdStarter,class,30,35,5,30,51,1,0,104,0,0.6954546,0.0,0.0,11,0,5,6,0,0,5,0,0,0,20,1,0,20,0,0,17,0,8,274,9,4,12,5,5,10,25,67,14,73,6,0,0,13,309,1,7
/Users/bilgem/software_design_project/anomaly-detection/src/main/java/org/opensearch/ad/feature/AbstractRetriever.java,org.opensearch.ad.feature.AbstractRetriever,class,13,18,5,13,8,1,2,27,6,0.0,0.0,0.0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,31,3,0,0,0,2,2,0,6,1,10,2,0,0,7,52,1025,0
